Zip Code,Name,State,Latitude,Longitute,Locality
20171,Herndon,VA,38.935556,-77.380278,Fairfax
20172,Herndon,VA,38.9335,-77.3477,Fairfax
20175,Leesburg,VA,39.0867,-77.5775,Loudoun
20176,Leesburg,VA,39.1275,-77.5267,Loudoun
20177,Leesburg,VA,39.128,-77.5686,Loudoun
20178,Leesburg,VA,39.128,-77.5686,Loudoun
20180,Lovettsville,VA,39.2725,-77.636944,Loudoun
20181,Nokesville,VA,38.6953,-77.5755,Prince William
20182,Nokesville,VA,38.6841,-77.5616,Prince William
20184,Upperville,VA,39.0008,-77.8719,Fauquier
20185,Upperville,VA,38.9932,-77.8803,Fauquier
20186,Warrenton,VA,38.7063,-77.8159,Fauquier
20187,Warrenton,VA,38.767222,-77.728611,Fauquier
20188,Warrenton,VA,38.7129,-77.7945,Fauquier
20189,Dulles,VA,38.8951,-77.0369,Loudoun
20190,Reston,VA,38.96,-77.3456,Fairfax
20191,Reston,VA,38.9379,-77.352,Fairfax
20192,Herndon,VA,38.9496,-77.366,Fairfax
20193,Reston,VA,38.959167,-77.336944,Fairfax
20194,Reston,VA,38.9785,-77.347,Fairfax
20195,Reston,VA,38.9335,-77.3477,Fairfax
20196,Reston,VA,38.9253,-77.3971,Fairfax
20197,Waterford,VA,39.186667,-77.610278,Loudoun
20198,The Plains,VA,38.861944,-77.774167,Fauquier
20199,Dulles,VA,39.0011,-77.4562,Loudoun
22003,Annandale,VA,38.830699,-77.214245,Fairfax
22009,Burke,VA,38.7946,-77.2733,Fairfax
22015,Burke,VA,38.789408,-77.28175,Fairfax
22025,Dumfries,VA,38.911293,-77.930176,Prince William
22026,Dumfries,VA,38.602344,-77.338704,Prince William
22027,Dunn Loring,VA,38.895368,-77.221351,Fairfax
22030,Fairfax,VA,38.845826,-77.324151,Fairfax City
22031,Fairfax,VA,38.860353,-77.264937,Fairfax
22032,Fairfax,VA,38.817729,-77.292527,Fairfax
22033,Fairfax,VA,38.877627,-77.388451,Fairfax
22034,Fairfax,VA,38.8595,-77.2659,Fairfax
22035,Fairfax,VA,38.854,-77.3577,Fairfax
22036,Fairfax,VA,38.86,-77.2593,Fairfax
22037,Fairfax,VA,38.8594,-77.2269,Fairfax
22038,Fairfax,VA,38.8482,-77.3065,Fairfax City
22039,Fairfax Station,VA,38.760205,-77.306388,Fairfax
22040,Falls Church,VA,38.8838,-77.1741,Falls Church City
22041,Falls Church,VA,38.848506,-77.136928,Fairfax
22042,Falls Church,VA,38.866272,-77.192271,Fairfax
22043,Falls Church,VA,38.901226,-77.20005,Fairfax
22044,Falls Church,VA,38.863544,-77.150819,Fairfax
22046,Falls Church,VA,38.88559,-77.180231,Falls Church City
22047,Falls Church,VA,38.869,-77.2241,Fairfax
22060,Fort Belvoir,VA,38.694699,-77.143315,Fairfax
22066,Great Falls,VA,39.003893,-77.308287,Fairfax
22067,Greenway,VA,38.9702,-77.2339,Fairfax
22079,Lorton,VA,38.704716,-77.218004,Fairfax
22081,Merrifield,VA,38.8741,-77.2272,Fairfax
22082,Merrifield,VA,38.8741,-77.2272,Fairfax
22092,Herndon,VA,38.9694,-77.3863,Fairfax
22093,Ashburn,VA,39.0436,-77.4877,Loudoun
22095,Herndon,VA,38.9694,-77.3863,Fairfax
22096,Reston,VA,38.925278,-77.396944,Fairfax
22101,Mc Lean,VA,38.932624,-77.170628,Fairfax
22102,Mc Lean,VA,38.936318,-77.221934,Fairfax
22103,West Mclean,VA,38.9287,-77.2397,Fairfax
22106,Mc Lean,VA,38.9372,-77.1786,Fairfax
22107,Mc Lean,VA,38.9327,-77.1828,Fairfax
22108,Mc Lean,VA,38.9327,-77.1828,Fairfax
22109,Mc Lean,VA,38.9327,-77.1825,Fairfax
22116,Merrifield,VA,38.8741,-77.2272,Fairfax
22118,Merrifield,VA,38.8741,-77.2272,Fairfax
22119,Merrifield,VA,38.8741,-77.2272,Fairfax
22120,Merrifield,VA,38.8741,-77.2272,Fairfax
22121,Mount Vernon,VA,38.707778,-77.086389,Fairfax
22122,Newington,VA,38.738333,-77.185278,Fairfax
22124,Oakton,VA,38.885187,-77.323345,Fairfax
22125,Occoquan,VA,38.683611,-77.260556,Prince William
22134,Quantico,VA,38.531039,-77.335819,Prince William
22135,Quantico,VA,38.522222,-77.293889,Stafford
22150,Springfield,VA,38.779718,-77.186582,Fairfax
22151,Springfield,VA,38.803323,-77.213908,Fairfax
22152,Springfield,VA,38.776488,-77.233243,Fairfax
22153,Springfield,VA,38.744859,-77.237026,Fairfax
22156,Springfield,VA,38.7891,-77.1875,Fairfax
22158,Springfield,VA,38.7891,-77.1875,Fairfax
22159,Springfield,VA,38.7891,-77.1875,Fairfax
22160,Springfield,VA,38.8111,-77.2182,Fairfax
22161,Springfield,VA,38.7891,-77.1875,Fairfax
22172,Triangle,VA,38.550894,-77.322877,Prince William
22180,Vienna,VA,38.893527,-77.253219,Fairfax
22181,Vienna,VA,38.897695,-77.288048,Fairfax
22182,Vienna,VA,38.928005,-77.264876,Fairfax
22183,Vienna,VA,38.9013,-77.2685,Fairfax
22184,Vienna,VA,38.9013,-77.2685,Fairfax
22185,Vienna,VA,38.880833,-77.301111,Fairfax
22191,Woodbridge,VA,38.635573,-77.268264,Prince William
22192,Woodbridge,VA,38.68328,-77.305221,Prince William
22193,Woodbridge,VA,38.647188,-77.343238,Prince William
22194,Woodbridge,VA,38.6316,-77.2679,Prince William
22195,Woodbridge,VA,38.6329,-77.2694,Prince William
22199,Lorton,VA,38.704167,-77.228056,Fairfax
22201,Arlington,VA,38.887103,-77.093197,Arlington
22202,Arlington,VA,38.856547,-77.059228,Arlington
22203,Arlington,VA,38.873799,-77.114191,Arlington
22204,Arlington,VA,38.858962,-77.099688,Arlington
22205,Arlington,VA,38.883557,-77.139488,Arlington
22206,Arlington,VA,38.841508,-77.09046,Arlington
22207,Arlington,VA,38.903321,-77.126287,Arlington
22209,Arlington,VA,38.8926,-77.07531,Arlington
22210,Arlington,VA,38.8856,-77.0998,Arlington
22211,Ft Myer,VA,38.8795,-77.080258,Arlington
22212,Arlington,VA,38.8809,-76.8545,Arlington
22213,Arlington,VA,38.895375,-77.163295,Arlington
22214,Arlington,VA,38.8795,-77.0802,Arlington
22215,Arlington,VA,38.8793,-77.1131,Arlington
22216,Arlington,VA,38.8916,-77.0839,Arlington
22217,Arlington,VA,38.8856,-77.0998,Arlington
22218,Arlington,VA,38.8856,-77.0998,Arlington
22219,Arlington,VA,38.8944,-77.07,Arlington
22222,Arlington,VA,38.8582,-77.0533,Arlington
22223,Arlington,VA,38.8867,-77.0936,Arlington
22225,Arlington,VA,38.8566,-77.0584,Arlington
22226,Arlington,VA,38.8856,-77.0998,Arlington
22227,Arlington,VA,38.8582,-77.0533,Arlington
22229,Arlington,VA,38.8944,-77.07,Arlington
22230,Arlington,VA,38.873,-77.1042,Arlington
22234,Arlington,VA,38.8944,-77.07,Arlington
22240,Arlington,VA,38.88,-77.1153,Arlington
22241,Arlington,VA,38.8582,-77.0533,Arlington
22242,Arlington,VA,38.8582,-77.0533,Arlington
22243,Arlington,VA,38.8582,-77.0533,Arlington
22244,Arlington,VA,38.8582,-77.0533,Arlington
22245,Arlington,VA,38.8582,-77.0533,Arlington
22246,Arlington,VA,38.8575,-77.0531,Arlington
22301,Alexandria,VA,38.820042,-77.058901,Alexandria City
22302,Alexandria,VA,38.83354,-77.092412,Alexandria City
22303,Alexandria,VA,38.791143,-77.076608,Fairfax
22304,Alexandria,VA,38.814871,-77.120989,Alexandria City
22305,Alexandria,VA,38.837184,-77.064039,Alexandria City
22306,Alexandria,VA,38.755769,-77.085389,Fairfax
22307,Alexandria,VA,38.77056,-77.062511,Fairfax
22308,Alexandria,VA,38.729122,-77.060639,Fairfax
22309,Alexandria,VA,38.727855,-77.108139,Fairfax
22310,Alexandria,VA,38.769132,-77.131707,Fairfax
22311,Alexandria,VA,38.832039,-77.119962,Alexandria City
22312,Alexandria,VA,38.819099,-77.148438,Fairfax
22313,Alexandria,VA,38.8047,-77.0472,Alexandria City
22314,Alexandria,VA,38.806018,-77.052867,Alexandria City
22315,Alexandria,VA,38.756667,-77.145556,Fairfax
22320,Alexandria,VA,38.8047,-77.0472,Alexandria City
22321,Alexandria,VA,38.8062,-77.0528,Fairfax
22331,Alexandria,VA,38.8047,-77.0472,Alexandria City
22332,Alexandria,VA,38.8047,-77.0472,Alexandria City
22333,Alexandria,VA,38.8047,-77.0472,Alexandria City
22334,Alexandria,VA,38.8047,-77.0472,Alexandria City
22336,Alexandria,VA,38.8047,-77.0472,Alexandria City
22401,Fredericksburg,VA,38.299538,-77.477152,Fredericksburg City
22402,Fredericksburg,VA,38.2985,-77.4582,Fredericksburg City
22403,Fredericksburg,VA,38.3242,-77.4685,Stafford
22404,Fredericksburg,VA,38.2985,-77.4582,Fredericksburg City
22405,Fredericksburg,VA,38.314557,-77.404537,Stafford
22406,Fredericksburg,VA,38.379627,-77.534892,Stafford
22407,Fredericksburg,VA,38.268803,-77.547584,Spotsylvania
22408,Fredericksburg,VA,38.248141,-77.468068,Spotsylvania
22412,Fredericksburg,VA,38.3971,-77.5516,Stafford
22427,Bowling Green,VA,38.013651,-77.180242,Caroline
22428,Bowling Green,VA,38.049444,-77.346944,Caroline
22430,Brooke,VA,38.3875,-77.38,Stafford
22432,Burgess,VA,37.868682,-76.354164,Northumberland
22433,Burr Hill,VA,38.365841,-77.876166,Orange
22435,Callao,VA,37.977268,-76.573245,Northumberland
22436,Caret,VA,37.971255,-76.915254,Essex
22437,Center Cross,VA,37.792875,-76.754837,Essex
22438,Champlain,VA,38.021422,-76.971942,Essex
22442,Coles Point,VA,38.143611,-76.635833,Westmoreland
22443,Colonial Beach,VA,38.229076,-76.981158,Westmoreland
22446,Corbin,VA,38.199444,-77.389167,Caroline
22448,Dahlgren,VA,38.337485,-77.042905,King George
22451,Dogue,VA,38.231944,-77.216111,King George
22454,Dunnsville,VA,37.840429,-76.837022,Essex
22456,Edwardsville,VA,37.906389,-76.365556,Northumberland
22460,Farnham,VA,37.873972,-76.605011,Richmond
22463,Garrisonville,VA,38.4825,-77.426944,Stafford
22469,Hague,VA,38.057289,-76.661574,Westmoreland
22471,Hartwood,VA,38.402222,-77.565556,Stafford
22472,Haynesville,VA,37.95,-76.662778,Richmond
22473,Heathsville,VA,37.907187,-76.41783,Northumberland
22476,Hustle,VA,38.022219,-77.036426,Essex
22480,Irvington,VA,37.664516,-76.416016,Lancaster
22481,Jersey,VA,38.211389,-77.139722,King George
22482,Kilmarnock,VA,37.716222,-76.381986,Lancaster
22485,King George,VA,38.281142,-77.126023,King George
22488,Kinsale,VA,38.050472,-76.585525,Westmoreland
22501,Ladysmith,VA,38.0175,-77.515556,Caroline
22503,Lancaster,VA,37.750091,-76.5102,Lancaster
22504,Laneview,VA,37.768138,-76.711732,Essex
22507,Lively,VA,37.7775,-76.513889,Lancaster
22508,Locust Grove,VA,38.335202,-77.770874,Orange
22509,Loretto,VA,38.062055,-76.966888,Essex
22511,Lottsburg,VA,37.979228,-76.501763,Northumberland
22513,Merry Point,VA,37.733611,-76.482778,Lancaster
22514,Milford,VA,38.005834,-77.318498,Caroline
22517,Mollusk,VA,37.73,-76.538333,Lancaster
22520,Montross,VA,38.110483,-76.782806,Westmoreland
22523,Morattico,VA,37.789167,-76.629444,Lancaster
22524,Mount Holly,VA,38.091111,-76.718333,Westmoreland
22526,Ninde,VA,38.271111,-77.056389,King George
22528,Nuttsville,VA,37.793333,-76.551111,Lancaster
22529,Oldhams,VA,38.0025,-76.669167,Westmoreland
22530,Ophelia,VA,37.91,-76.283889,Northumberland
22534,Partlow,VA,38.064146,-77.658574,Spotsylvania
22535,Port Royal,VA,38.162088,-77.183657,Caroline
22538,Rappahannock Academy,VA,38.201817,-77.287437,Caroline
22539,Reedville,VA,37.856964,-76.282864,Northumberland
22542,Rhoadesville,VA,38.286324,-77.923044,Orange
22544,Rollins Fork,VA,38.184722,-77.0625,King George
22545,Ruby,VA,38.504167,-77.515833,Stafford
22546,Ruther Glen,VA,37.945059,-77.47135,Caroline
22547,Sealston,VA,38.261389,-77.332222,King George
22548,Sharps,VA,37.823889,-76.701111,Richmond
22552,Sparta,VA,37.991667,-77.230556,Caroline
22553,Spotsylvania,VA,38.19953,-77.648688,Spotsylvania
22554,Stafford,VA,38.458629,-77.430618,Stafford
22555,Stafford,VA,38.4219,-77.4086,Stafford
22556,Stafford,VA,38.4855,-77.4834,Stafford
22558,Stratford,VA,38.120556,-76.811111,Westmoreland
22560,Tappahannock,VA,37.914551,-76.912455,Essex
22565,Thornburg,VA,38.133333,-77.521944,Spotsylvania
22567,Unionville,VA,38.238302,-77.919299,Orange
22570,Village,VA,37.948889,-76.604444,Richmond
22572,Warsaw,VA,37.949992,-76.736517,Richmond
22576,Weems,VA,37.684678,-76.431323,Lancaster
22577,Sandy Point,VA,38.060556,-76.533611,Westmoreland
22578,White Stone,VA,37.647458,-76.368626,Lancaster
22579,Wicomico Church,VA,37.779027,-76.356522,Northumberland
22580,Woodford,VA,38.084664,-77.439879,Caroline
22581,Zacata,VA,38.12,-76.7825,Westmoreland
22601,Winchester,VA,39.185803,-78.182697,Winchester City
22602,Winchester,VA,39.1581,-78.2313,Frederick
22603,Winchester,VA,39.2425,-78.1923,Frederick
22604,Winchester,VA,39.1853,-78.1532,Winchester City
22610,Bentonville,VA,38.827272,-78.279111,Warren
22611,Berryville,VA,39.153178,-77.968759,Clarke
22620,Boyce,VA,39.069797,-78.020302,Clarke
22622,Brucetown,VA,39.254444,-78.066944,Frederick
22623,Chester Gap,VA,38.853333,-78.135278,Rappahannock
22624,Clear Brook,VA,39.265461,-78.098788,Frederick
22625,Cross Junction,VA,39.3762,-78.299724,Frederick
22626,Fishers Hill,VA,38.980556,-78.405,Shenandoah
22627,Flint Hill,VA,38.733653,-78.075558,Rappahannock
22630,Front Royal,VA,38.926783,-78.179617,Warren
22637,Gore,VA,39.288685,-78.341687,Frederick
22639,Hume,VA,38.827318,-77.994892,Fauquier
22640,Huntly,VA,38.813333,-78.130104,Rappahannock
22641,Strasburg,VA,39.056242,-78.359511,Shenandoah
22642,Linden,VA,38.881181,-78.047847,Warren
22643,Markham,VA,38.930001,-77.994252,Fauquier
22644,Maurertown,VA,38.944052,-78.465815,Shenandoah
22645,Middletown,VA,39.036676,-78.281455,Frederick
22646,Millwood,VA,39.069444,-78.038056,Clarke
22649,Middletown,VA,39.000946,-78.249152,Warren
22650,Rileyville,VA,38.756374,-78.387326,Page
22652,Fort Valley,VA,38.827683,-78.439989,Shenandoah
22654,Star Tannery,VA,39.090803,-78.434306,Frederick
22655,Stephens City,VA,39.083415,-78.190677,Frederick
22656,Stephenson,VA,39.197285,-78.094105,Frederick
22657,Strasburg,VA,38.988417,-78.33862,Shenandoah
22660,Toms Brook,VA,38.97016,-78.403757,Shenandoah
22663,White Post,VA,39.057956,-78.11046,Clarke
22664,Woodstock,VA,38.887024,-78.521704,Shenandoah
22701,Culpeper,VA,38.48115,-78.00406,Culpeper
22709,Aroda,VA,38.325626,-78.236615,Madison
22711,Banco,VA,38.451111,-78.281944,Madison
22712,Bealeton,VA,38.569667,-77.800436,Fauquier
22713,Boston,VA,38.538241,-78.142285,Culpeper
22714,Brandy Station,VA,38.511003,-77.903745,Culpeper
22715,Brightwood,VA,38.411365,-78.169801,Madison
22716,Castleton,VA,38.603235,-78.120801,Rappahannock
22718,Elkwood,VA,38.465229,-77.817031,Culpeper
22719,Etlan,VA,38.509458,-78.263793,Madison
22720,Goldvein,VA,38.488641,-77.639488,Fauquier
22721,Graves Mill,VA,38.4225,-78.367778,Madison
22722,Haywood,VA,38.46861,-78.179759,Madison
22723,Hood,VA,38.354722,-78.383056,Madison
22724,Jeffersonton,VA,38.625578,-77.906943,Culpeper
22725,Leon,VA,38.45724,-78.154579,Madison
22726,Lignum,VA,38.395625,-77.829957,Culpeper
22727,Madison,VA,38.384495,-78.296458,Madison
22728,Midland,VA,38.567061,-77.712709,Fauquier
22729,Mitchells,VA,38.374429,-78.010546,Culpeper
22730,Oakpark,VA,38.366667,-78.160278,Madison
22731,Pratts,VA,38.349207,-78.272212,Madison
22732,Radiant,VA,38.322706,-78.179799,Madison
22733,Rapidan,VA,38.339217,-78.047607,Culpeper
22734,Remington,VA,38.535091,-77.761365,Fauquier
22735,Reva,VA,38.460446,-78.157195,Madison
22736,Richardsville,VA,38.392388,-77.719519,Culpeper
22737,Rixeyville,VA,38.585168,-78.028229,Culpeper
22738,Rochelle,VA,38.274342,-78.265358,Madison
22739,Somerville,VA,38.521667,-77.609722,Fauquier
22740,Sperryville,VA,38.620252,-78.246571,Rappahannock
22741,Stevensburg,VA,38.444135,-77.88423,Culpeper
22742,Sumerduck,VA,38.467355,-77.70436,Fauquier
22743,Syria,VA,38.497229,-78.322939,Madison
22746,Viewtown,VA,38.645704,-78.025769,Culpeper
22747,Washington,VA,38.707838,-78.1566,Rappahannock
22748,Wolftown,VA,38.355556,-78.347778,Madison
22749,Woodville,VA,38.648176,-78.173855,Rappahannock
22801,Harrisonburg,VA,38.448864,-78.871438,Harrisonburg City
22802,Harrisonburg,VA,38.478,-78.8612,Harrisonburg City
22803,Harrisonburg,VA,38.5056,-78.9398,Harrisonburg City
22807,Harrisonburg,VA,38.4341,-78.8674,Harrisonburg City
22810,Basye,VA,38.795806,-78.767363,Shenandoah
22811,Bergton,VA,38.792509,-78.966752,Rockingham
22812,Bridgewater,VA,38.385866,-78.993684,Rockingham
22815,Broadway,VA,38.608336,-78.787494,Rockingham
22820,Criders,VA,38.749656,-78.997357,Rockingham
22821,Dayton,VA,38.433864,-78.993731,Rockingham
22824,Edinburg,VA,38.843206,-78.60033,Shenandoah
22827,Elkton,VA,38.40252,-78.632143,Rockingham
22830,Fulks Run,VA,38.633871,-78.935799,Rockingham
22831,Hinton,VA,38.483378,-79.010084,Rockingham
22832,Keezletown,VA,38.439588,-78.776998,Rockingham
22833,Lacey Spring,VA,38.541111,-78.766667,Rockingham
22834,Linville,VA,38.555733,-78.896102,Rockingham
22835,Luray,VA,38.654839,-78.459559,Page
22840,Mc Gaheysville,VA,38.371228,-78.741128,Rockingham
22841,Mount Crawford,VA,38.345656,-78.895679,Rockingham
22842,Mount Jackson,VA,38.768819,-78.676655,Shenandoah
22843,Mount Solon,VA,38.332755,-79.102832,Augusta
22844,New Market,VA,38.660555,-78.671433,Shenandoah
22845,Orkney Springs,VA,38.793708,-78.811106,Shenandoah
22846,Penn Laird,VA,38.369729,-78.797903,Rockingham
22847,Quicksburg,VA,38.714443,-78.698866,Shenandoah
22848,Pleasant Valley,VA,38.384722,-78.8975,Rockingham
22849,Shenandoah,VA,38.501034,-78.608975,Page
22850,Singers Glen,VA,38.5525,-78.913611,Rockingham
22851,Stanley,VA,38.566036,-78.509263,Page
22853,Timberville,VA,38.647606,-78.771702,Rockingham
22901,Charlottesville,VA,38.054752,-78.490869,Albemarle
22902,Charlottesville,VA,37.9962,-78.4782,Charlottesville City
22903,Charlottesville,VA,38.032728,-78.505758,Charlottesville City
22904,Charlottesville,VA,38.0337,-78.5153,Charlottesville City
22905,Charlottesville,VA,38.0519,-78.501,Charlottesville City
22906,Charlottesville,VA,38.0883,-78.4701,Charlottesville City
22907,Charlottesville,VA,38.0575,-78.4922,Charlottesville City
22908,Charlottesville,VA,38.0291,-78.4769,Charlottesville City
22909,Charlottesville,VA,38.0444,-78.4726,Albemarle
22910,Charlottesville,VA,38.0291,-78.4769,Charlottesville City
22911,Charlottesville,VA,38.0943,-78.4232,Albemarle
22920,Afton,VA,37.962624,-78.841046,Nelson
22922,Arrington,VA,37.687713,-78.918473,Nelson
22923,Barboursville,VA,38.199648,-78.312716,Orange
22924,Batesville,VA,37.995556,-78.7225,Albemarle
22931,Covesville,VA,37.907974,-78.712741,Albemarle
22932,Crozet,VA,38.081288,-78.704405,Albemarle
22935,Dyke,VA,38.253276,-78.554612,Greene
22936,Earlysville,VA,38.157761,-78.491945,Albemarle
22937,Esmont,VA,37.812543,-78.610646,Albemarle
22938,Faber,VA,37.847545,-78.756495,Nelson
22939,Fishersville,VA,38.097361,-78.969579,Augusta
22940,Free Union,VA,38.206217,-78.595906,Albemarle
22942,Gordonsville,VA,38.107261,-78.195195,Orange
22943,Greenwood,VA,38.041545,-78.783282,Albemarle
22945,Ivy,VA,38.056389,-78.596944,Albemarle
22946,Keene,VA,37.931273,-78.561386,Albemarle
22947,Keswick,VA,38.001265,-78.340429,Albemarle
22948,Locust Dale,VA,38.334043,-78.101576,Madison
22949,Lovingston,VA,37.792405,-78.868433,Nelson
22952,Lyndhurst,VA,37.997903,-78.951506,Augusta
22957,Montpelier Station,VA,38.228056,-78.176667,Orange
22958,Nellysford,VA,37.860398,-78.893972,Nelson
22959,North Garden,VA,37.961992,-78.695414,Albemarle
22960,Orange,VA,38.233937,-78.091224,Orange
22963,Palmyra,VA,37.881807,-78.297983,Fluvanna
22964,Piney River,VA,37.715785,-79.020571,Nelson
22965,Quinque,VA,38.25,-78.398056,Greene
22967,Roseland,VA,37.807697,-78.971173,Nelson
22968,Ruckersville,VA,38.233871,-78.391033,Greene
22969,Schuyler,VA,37.797584,-78.692475,Nelson
22971,Shipman,VA,37.747974,-78.824608,Nelson
22972,Somerset,VA,38.204657,-78.25042,Orange
22973,Stanardsville,VA,38.302556,-78.470755,Greene
22974,Troy,VA,37.9636,-78.253494,Fluvanna
22976,Tyro,VA,37.821389,-79.005,Nelson
22980,Waynesboro,VA,38.077412,-78.903461,Waynesboro City
22987,White Hall,VA,38.117778,-78.661667,Albemarle
22989,Woodberry Forest,VA,38.213889,-78.053611,Madison
23001,Achilles,VA,37.28,-76.440556,Gloucester
23002,Amelia Court House,VA,37.35017,-77.955177,Amelia
23003,Ark,VA,37.438333,-76.576111,Gloucester
23004,Arvonia,VA,37.671355,-78.38888,Buckingham
23005,Ashland,VA,37.73948,-77.478373,Hanover
23009,Aylett,VA,37.822113,-77.188473,King William
23011,Barhamsville,VA,37.461662,-76.832097,New Kent
23014,Beaumont,VA,37.761111,-78.026111,Goochland
23015,Beaverdam,VA,37.903767,-77.630829,Hanover
23018,Bena,VA,37.270833,-76.455833,Gloucester
23021,Bohannon,VA,37.390457,-76.36136,Mathews
23022,Bremo Bluff,VA,37.745256,-78.267158,Fluvanna
23023,Bruington,VA,37.780112,-76.940199,King And Queen
23024,Bumpass,VA,37.898381,-77.796614,Louisa
23025,Cardinal,VA,37.427339,-76.393959,Mathews
23027,Cartersville,VA,37.641314,-78.128699,Cumberland
23030,Charles City,VA,37.366271,-77.108183,Charles City
23031,Christchurch,VA,37.604722,-76.534722,Middlesex
23032,Church View,VA,37.674956,-76.66287,Middlesex
23035,Cobbs Creek,VA,37.499167,-76.367778,Mathews
23038,Columbia,VA,37.714707,-78.179403,Goochland
23039,Crozier,VA,37.671764,-77.793958,Goochland
23040,Cumberland,VA,37.501861,-78.258149,Cumberland
23043,Deltaville,VA,37.554852,-76.346781,Middlesex
23045,Diggs,VA,37.436273,-76.287172,Mathews
23047,Doswell,VA,37.841682,-77.512521,Hanover
23050,Dutton,VA,37.486897,-76.435782,Gloucester
23055,Fork Union,VA,37.771526,-78.235498,Fluvanna
23056,Foster,VA,37.452778,-76.385278,Mathews
23058,Glen Allen,VA,37.6658,-77.5066,Henrico
23059,Glen Allen,VA,37.686,-77.5507,Henrico
23060,Glen Allen,VA,37.662848,-77.534016,Henrico
23061,Gloucester,VA,37.41922,-76.553312,Gloucester
23062,Gloucester Point,VA,37.258534,-76.49586,Gloucester
23063,Goochland,VA,37.768789,-78.011216,Goochland
23064,Grimstead,VA,37.500278,-76.301667,Mathews
23065,Gum Spring,VA,37.818374,-77.907049,Goochland
23066,Gwynn,VA,37.500594,-76.29042,Mathews
23067,Hadensville,VA,37.825278,-77.999722,Goochland
23068,Hallieford,VA,37.493611,-76.340556,Mathews
23069,Hanover,VA,37.770116,-77.321572,Hanover
23070,Hardyville,VA,37.547821,-76.418937,Middlesex
23071,Hartfield,VA,37.559437,-76.476949,Middlesex
23072,Hayes,VA,37.291577,-76.490457,Gloucester
23075,Highland Springs,VA,37.543723,-77.32261,Henrico
23076,Hudgins,VA,37.470833,-76.326111,Mathews
23079,Jamaica,VA,37.729997,-76.688962,Middlesex
23081,Jamestown,VA,37.208,-76.7744,James City
23083,Jetersville,VA,37.31757,-78.104011,Amelia
